	LocationType	Location	Race	TimeFrame	DataFormat	Data
3398	County	Macon	Non-Hispanic American Indian	2016	Number	0.0
3399	County	Macon	Other Non-Hispanic	2016	Number	0.0
3400	County	Macon	Hispanic	2016	Number	0.0
3401	County	Macon	Total	2016	Number	4.0
3402	County	Macon	Non-Hispanic White	2016	Rate	15.6
3403	County	Macon	Non-Hispanic African American	2016	Rate	0.0
3404	County	Macon	Non-Hispanic American Indian	2016	Rate	0.0
3405	County	Macon	Other Non-Hispanic	2016	Rate	0.0
3406	County	Macon	Hispanic	2016	Rate	0.0
3407	County	Macon	Total	2016	Rate	12.0
3408	County	Macon	Non-Hispanic White	2017	Number	1.0
3409	County	Macon	Non-Hispanic White	2017	Rate	3.5
3410	County	Macon	Non-Hispanic African American	2017	Number	1.0
3411	County	Macon	Non-Hispanic African American	2017	Rate	500.0
3412	County	Macon	Non-Hispanic American Indian	2017	Number	0.0
3413	County	Macon	Non-Hispanic American Indian	2017	Rate	0.0
3414	County	Macon	Other Non-Hispanic	2017	Number	0.0
3415	County	Macon	Other Non-Hispanic	2017	Rate	0.0
3416	County	Macon	Hispanic	2017	Number	0.0
3417	County	Macon	Hispanic	2017	Rate	0.0
3418	County	Macon	Total	2017	Number	2.0
3419	County	Macon	Total	2017	Rate	5.9
3420	County	Madison	Non-Hispanic White	2013	Number	0.0
3421	County	Madison	Non-Hispanic African American	2013	Number	0.0
3422	County	Madison	Non-Hispanic American Indian	2013	Number	0.0
3423	County	Madison	Other Non-Hispanic	2013	Number	0.0
3424	County	Madison	Hispanic	2013	Number	0.0
3425	County	Madison	Total	2013	Number	0.0
3426	County	Madison	Non-Hispanic White	2013	Rate	0.0
3427	County	Madison	Non-Hispanic African American	2013	Rate	0.0
3428	County	Madison	Non-Hispanic American Indian	2013	Rate	0.0
3429	County	Madison	Other Non-Hispanic	2013	Rate	0.0
3430	County	Madison	Hispanic	2013	Rate	0.0
3431	County	Madison	Total	2013	Rate	0.0
3432	County	Madison	Non-Hispanic White	2014	Number	5.0
3433	County	Madison	Non-Hispanic African American	2014	Number	0.0
3434	County	Madison	Non-Hispanic American Indian	2014	Number	0.0
3435	County	Madison	Other Non-Hispanic	2014	Number	0.0
3436	County	Madison	Hispanic	2014	Number	0.0
3437	County	Madison	Total	2014	Number	5.0
3438	County	Madison	Non-Hispanic White	2014	Rate	26.7
3439	County	Madison	Non-Hispanic African American	2014	Rate	0.0
3440	County	Madison	Non-Hispanic American Indian	2014	Rate	0.0
3441	County	Madison	Other Non-Hispanic	2014	Rate	0.0
3442	County	Madison	Hispanic	2014	Rate	0.0
3443	County	Madison	Total	2014	Rate	25.5
3444	County	Madison	Non-Hispanic White	2015	Number	1.0
3445	County	Madison	Non-Hispanic African American	2015	Number	0.0
3446	County	Madison	Non-Hispanic American Indian	2015	Number	0.0
3447	County	Madison	Other Non-Hispanic	2015	Number	0.0
3448	County	Madison	Hispanic	2015	Number	0.0
3449	County	Madison	Total	2015	Number	1.0
3450	County	Madison	Non-Hispanic White	2015	Rate	4.4
3451	County	Madison	Non-Hispanic African American	2015	Rate	0.0
3452	County	Madison	Non-Hispanic American Indian	2015	Rate	0.0
3453	County	Madison	Other Non-Hispanic	2015	Rate	0.0
3454	County	Madison	Hispanic	2015	Rate	0.0
3455	County	Madison	Total	2015	Rate	4.3
3456	County	Madison	Non-Hispanic White	2016	Number	1.0
3457	County	Madison	Non-Hispanic African American	2016	Number	0.0
3458	County	Madison	Non-Hispanic American Indian	2016	Number	0.0
3459	County	Madison	Other Non-Hispanic	2016	Number	0.0
3460	County	Madison	Hispanic	2016	Number	0.0
3461	County	Madison	Total	2016	Number	1.0
3462	County	Madison	Non-Hispanic White	2016	Rate	5.3
3463	County	Madison	Non-Hispanic African American	2016	Rate	0.0
3464	County	Madison	Non-Hispanic American Indian	2016	Rate	0.0
3465	County	Madison	Other Non-Hispanic	2016	Rate	0.0
3466	County	Madison	Hispanic	2016	Rate	0.0
3467	County	Madison	Total	2016	Rate	5.1
3468	County	Madison	Non-Hispanic White	2017	Number	1.0
3469	County	Madison	Non-Hispanic White	2017	Rate	5.9
3470	County	Madison	Non-Hispanic African American	2017	Number	0.0
3471	County	Madison	Non-Hispanic African American	2017	Rate	0.0
3472	County	Madison	Non-Hispanic American Indian	2017	Number	0.0
3473	County	Madison	Non-Hispanic American Indian	2017	Rate	0.0
3474	County	Madison	Other Non-Hispanic	2017	Number	0.0
3475	County	Madison	Other Non-Hispanic	2017	Rate	0.0
3476	County	Madison	Hispanic	2017	Number	0.0
3477	County	Madison	Hispanic	2017	Rate	0.0
3478	County	Madison	Total	2017	Number	1.0
3479	County	Madison	Total	2017	Rate	5.6
3480	County	Martin	Non-Hispanic White	2013	Number	0.0
3481	County	Martin	Non-Hispanic African American	2013	Number	2.0
3482	County	Martin	Non-Hispanic American Indian	2013	Number	0.0
3483	County	Martin	Other Non-Hispanic	2013	Number	0.0
3484	County	Martin	Hispanic	2013	Number	0.0
3485	County	Martin	Total	2013	Number	2.0
3486	County	Martin	Non-Hispanic White	2013	Rate	0.0
3487	County	Martin	Non-Hispanic African American	2013	Rate	16.0
3488	County	Martin	Non-Hispanic American Indian	2013	Rate	0.0
3489	County	Martin	Other Non-Hispanic	2013	Rate	0.0
3490	County	Martin	Hispanic	2013	Rate	0.0
3491	County	Martin	Total	2013	Rate	8.0
3492	County	Martin	Non-Hispanic White	2014	Number	0.0
3493	County	Martin	Non-Hispanic African American	2014	Number	1.0
3494	County	Martin	Non-Hispanic American Indian	2014	Number	0.0
3495	County	Martin	Other Non-Hispanic	2014	Number	0.0
3496	County	Martin	Hispanic	2014	Number	0.0
3497	County	Martin	Total	2014	Number	1.0
3498	County	Martin	Non-Hispanic White	2014	Rate	0.0
3499	County	Martin	Non-Hispanic African American	2014	Rate	9.5
3500	County	Martin	Non-Hispanic American Indian	2014	Rate	0.0
3501	County	Martin	Other Non-Hispanic	2014	Rate	0.0
3502	County	Martin	Hispanic	2014	Rate	0.0
3503	County	Martin	Total	2014	Rate	4.3
3504	County	Martin	Non-Hispanic White	2015	Number	0.0
3505	County	Martin	Non-Hispanic African American	2015	Number	1.0
3506	County	Martin	Non-Hispanic American Indian	2015	Number	0.0
3507	County	Martin	Other Non-Hispanic	2015	Number	0.0
3508	County	Martin	Hispanic	2015	Number	0.0
3509	County	Martin	Total	2015	Number	1.0
3510	County	Martin	Non-Hispanic White	2015	Rate	0.0
3511	County	Martin	Non-Hispanic African American	2015	Rate	9.3
3512	County	Martin	Non-Hispanic American Indian	2015	Rate	0.0
3513	County	Martin	Other Non-Hispanic	2015	Rate	0.0
3514	County	Martin	Hispanic	2015	Rate	0.0
3515	County	Martin	Total	2015	Rate	3.8
3516	County	Martin	Non-Hispanic White	2016	Number	2.0
3517	County	Martin	Non-Hispanic African American	2016	Number	0.0
3518	County	Martin	Non-Hispanic American Indian	2016	Number	0.0
3519	County	Martin	Other Non-Hispanic	2016	Number	0.0
3520	County	Martin	Hispanic	2016	Number	0.0
3521	County	Martin	Total	2016	Number	2.0
3522	County	Martin	Non-Hispanic White	2016	Rate	19.8
3523	County	Martin	Non-Hispanic African American	2016	Rate	0.0
3524	County	Martin	Non-Hispanic American Indian	2016	Rate	0.0
3525	County	Martin	Other Non-Hispanic	2016	Rate	0.0
3526	County	Martin	Hispanic	2016	Rate	0.0
3527	County	Martin	Total	2016	Rate	8.4
3528	County	Martin	Non-Hispanic White	2017	Number	0.0
3529	County	Martin	Non-Hispanic White	2017	Rate	0.0
3530	County	Martin	Non-Hispanic African American	2017	Number	3.0
3531	County	Martin	Non-Hispanic African American	2017	Rate	28.3
3532	County	Martin	Non-Hispanic American Indian	2017	Number	0.0
3533	County	Martin	Non-Hispanic American Indian	2017	Rate	0.0
3534	County	Martin	Other Non-Hispanic	2017	Number	0.0
3535	County	Martin	Other Non-Hispanic	2017	Rate	0.0
3536	County	Martin	Hispanic	2017	Number	0.0
3537	County	Martin	Hispanic	2017	Rate	0.0
3538	County	Martin	Total	2017	Number	3.0
3539	County	Martin	Total	2017	Rate	12.1
3540	County	McDowell	Non-Hispanic White	2013	Number	1.0
3541	County	McDowell	Non-Hispanic African American	2013	Number	0.0
3542	County	McDowell	Non-Hispanic American Indian	2013	Number	0.0
3543	County	McDowell	Other Non-Hispanic	2013	Number	0.0
3544	County	McDowell	Hispanic	2013	Number	0.0
3545	County	McDowell	Total	2013	Number	1.0
3546	County	McDowell	Non-Hispanic White	2013	Rate	2.6
3547	County	McDowell	Non-Hispanic African American	2013	Rate	0.0
3548	County	McDowell	Non-Hispanic American Indian	2013	Rate	0.0
3549	County	McDowell	Other Non-Hispanic	2013	Rate	0.0
3550	County	McDowell	Hispanic	2013	Rate	0.0
3551	County	McDowell	Total	2013	Rate	2.2
3552	County	McDowell	Non-Hispanic White	2014	Number	4.0
3553	County	McDowell	Non-Hispanic African American	2014	Number	0.0
3554	County	McDowell	Non-Hispanic American Indian	2014	Number	0.0
3555	County	McDowell	Other Non-Hispanic	2014	Number	0.0
3556	County	McDowell	Hispanic	2014	Number	2.0
3557	County	McDowell	Total	2014	Number	6.0
3558	County	McDowell	Non-Hispanic White	2014	Rate	10.5
3559	County	McDowell	Non-Hispanic African American	2014	Rate	0.0
3560	County	McDowell	Non-Hispanic American Indian	2014	Rate	0.0
3561	County	McDowell	Other Non-Hispanic	2014	Rate	0.0
3562	County	McDowell	Hispanic	2014	Rate	45.5
3563	County	McDowell	Total	2014	Rate	13.4
3564	County	McDowell	Non-Hispanic White	2015	Number	4.0
3565	County	McDowell	Non-Hispanic African American	2015	Number	0.0
3566	County	McDowell	Non-Hispanic American Indian	2015	Number	0.0
3567	County	McDowell	Other Non-Hispanic	2015	Number	0.0
3568	County	McDowell	Hispanic	2015	Number	0.0
3569	County	McDowell	Total	2015	Number	4.0
3570	County	McDowell	Non-Hispanic White	2015	Rate	9.5
3571	County	McDowell	Non-Hispanic African American	2015	Rate	0.0
3572	County	McDowell	Non-Hispanic American Indian	2015	Rate	0.0
3573	County	McDowell	Other Non-Hispanic	2015	Rate	0.0
3574	County	McDowell	Hispanic	2015	Rate	0.0
3575	County	McDowell	Total	2015	Rate	8.2
3576	County	McDowell	Non-Hispanic White	2016	Number	3.0
3577	County	McDowell	Non-Hispanic African American	2016	Number	0.0
3578	County	McDowell	Non-Hispanic American Indian	2016	Number	0.0
3579	County	McDowell	Other Non-Hispanic	2016	Number	0.0
3580	County	McDowell	Hispanic	2016	Number	0.0
3581	County	McDowell	Total	2016	Number	3.0
3582	County	McDowell	Non-Hispanic White	2016	Rate	7.7
3583	County	McDowell	Non-Hispanic African American	2016	Rate	0.0
3584	County	McDowell	Non-Hispanic American Indian	2016	Rate	0.0
3585	County	McDowell	Other Non-Hispanic	2016	Rate	0.0
3586	County	McDowell	Hispanic	2016	Rate	0.0
3587	County	McDowell	Total	2016	Rate	6.8
3588	County	McDowell	Non-Hispanic White	2017	Number	2.0
3589	County	McDowell	Non-Hispanic White	2017	Rate	5.1
3590	County	McDowell	Non-Hispanic African American	2017	Number	0.0
3591	County	McDowell	Non-Hispanic African American	2017	Rate	0.0
3592	County	McDowell	Non-Hispanic American Indian	2017	Number	0.0
3593	County	McDowell	Non-Hispanic American Indian	2017	Rate	0.0
3594	County	McDowell	Other Non-Hispanic	2017	Number	0.0
3595	County	McDowell	Other Non-Hispanic	2017	Rate	0.0
3596	County	McDowell	Hispanic	2017	Number	1.0
3597	County	McDowell	Hispanic	2017	Rate	25.0
3598	County	McDowell	Total	2017	Number	3.0
3599	County	McDowell	Total	2017	Rate	6.6
3600	County	Mecklenburg	Non-Hispanic White	2013	Number	26.0
3601	County	Mecklenburg	Non-Hispanic African American	2013	Number	45.0
3602	County	Mecklenburg	Non-Hispanic American Indian	2013	Number	0.0
3603	County	Mecklenburg	Other Non-Hispanic	2013	Number	4.0
3604	County	Mecklenburg	Hispanic	2013	Number	11.0
3605	County	Mecklenburg	Total	2013	Number	86.0
3606	County	Mecklenburg	Non-Hispanic White	2013	Rate	4.5
3607	County	Mecklenburg	Non-Hispanic African American	2013	Rate	10.2
3608	County	Mecklenburg	Non-Hispanic American Indian	2013	Rate	0.0
3609	County	Mecklenburg	Other Non-Hispanic	2013	Rate	3.5
3610	County	Mecklenburg	Hispanic	2013	Rate	4.4
3611	County	Mecklenburg	Total	2013	Rate	6.2
3612	County	Mecklenburg	Non-Hispanic White	2014	Number	26.0
3613	County	Mecklenburg	Non-Hispanic African American	2014	Number	41.0
3614	County	Mecklenburg	Non-Hispanic American Indian	2014	Number	0.0
3615	County	Mecklenburg	Other Non-Hispanic	2014	Number	3.0
3616	County	Mecklenburg	Hispanic	2014	Number	21.0
3617	County	Mecklenburg	Total	2014	Number	91.0
3618	County	Mecklenburg	Non-Hispanic White	2014	Rate	4.5
3619	County	Mecklenburg	Non-Hispanic African American	2014	Rate	8.9
3620	County	Mecklenburg	Non-Hispanic American Indian	2014	Rate	0.0
3621	County	Mecklenburg	Other Non-Hispanic	2014	Rate	2.4
3622	County	Mecklenburg	Hispanic	2014	Rate	7.6
3623	County	Mecklenburg	Total	2014	Rate	6.3
3624	County	Mecklenburg	Non-Hispanic White	2015	Number	27.0
3625	County	Mecklenburg	Non-Hispanic African American	2015	Number	47.0
3626	County	Mecklenburg	Non-Hispanic American Indian	2015	Number	0.0
3627	County	Mecklenburg	Other Non-Hispanic	2015	Number	8.0
3628	County	Mecklenburg	Hispanic	2015	Number	9.0
3629	County	Mecklenburg	Total	2015	Number	91.0
3630	County	Mecklenburg	Non-Hispanic White	2015	Rate	4.7
3631	County	Mecklenburg	Non-Hispanic African American	2015	Rate	9.9
3632	County	Mecklenburg	Non-Hispanic American Indian	2015	Rate	0.0
3633	County	Mecklenburg	Other Non-Hispanic	2015	Rate	5.8
3634	County	Mecklenburg	Hispanic	2015	Rate	3.1
3635	County	Mecklenburg	Total	2015	Rate	6.1
3636	County	Mecklenburg	Non-Hispanic White	2016	Number	17.0
3637	County	Mecklenburg	Non-Hispanic African American	2016	Number	65.0
3638	County	Mecklenburg	Non-Hispanic American Indian	2016	Number	0.0
3639	County	Mecklenburg	Other Non-Hispanic	2016	Number	10.0
3640	County	Mecklenburg	Hispanic	2016	Number	12.0
3641	County	Mecklenburg	Total	2016	Number	104.0
3642	County	Mecklenburg	Non-Hispanic White	2016	Rate	2.9
3643	County	Mecklenburg	Non-Hispanic African American	2016	Rate	13.8
3644	County	Mecklenburg	Non-Hispanic American Indian	2016	Rate	0.0
3645	County	Mecklenburg	Other Non-Hispanic	2016	Rate	7.2
3646	County	Mecklenburg	Hispanic	2016	Rate	4.1
3647	County	Mecklenburg	Total	2016	Rate	7.0
3648	County	Mecklenburg	Non-Hispanic White	2017	Number	17.0
3649	County	Mecklenburg	Non-Hispanic White	2017	Rate	3.0
3650	County	Mecklenburg	Non-Hispanic African American	2017	Number	41.0
3651	County	Mecklenburg	Non-Hispanic African American	2017	Rate	8.8
3652	County	Mecklenburg	Non-Hispanic American Indian	2017	Number	0.0
3653	County	Mecklenburg	Non-Hispanic American Indian	2017	Rate	0.0
3654	County	Mecklenburg	Other Non-Hispanic	2017	Number	2.0
3655	County	Mecklenburg	Other Non-Hispanic	2017	Rate	1.3
3656	County	Mecklenburg	Hispanic	2017	Number	11.0
3657	County	Mecklenburg	Hispanic	2017	Rate	3.8
3658	County	Mecklenburg	Total	2017	Number	71.0
3659	County	Mecklenburg	Total	2017	Rate	4.8
3660	County	Mitchell	Non-Hispanic White	2013	Number	0.0
3661	County	Mitchell	Non-Hispanic African American	2013	Number	0.0
3662	County	Mitchell	Non-Hispanic American Indian	2013	Number	0.0
3663	County	Mitchell	Other Non-Hispanic	2013	Number	0.0
3664	County	Mitchell	Hispanic	2013	Number	0.0
3665	County	Mitchell	Total	2013	Number	0.0
3666	County	Mitchell	Non-Hispanic White	2013	Rate	0.0
3667	County	Mitchell	Non-Hispanic African American	2013	Rate	0.0
3668	County	Mitchell	Non-Hispanic American Indian	2013	Rate	0.0
3669	County	Mitchell	Other Non-Hispanic	2013	Rate	0.0
3670	County	Mitchell	Hispanic	2013	Rate	0.0
3671	County	Mitchell	Total	2013	Rate	0.0
3672	County	Mitchell	Non-Hispanic White	2014	Number	1.0
3673	County	Mitchell	Non-Hispanic African American	2014	Number	0.0
3674	County	Mitchell	Non-Hispanic American Indian	2014	Number	0.0
3675	County	Mitchell	Other Non-Hispanic	2014	Number	0.0
3676	County	Mitchell	Hispanic	2014	Number	0.0
3677	County	Mitchell	Total	2014	Number	1.0
3678	County	Mitchell	Non-Hispanic White	2014	Rate	7.9
3679	County	Mitchell	Non-Hispanic African American	2014	Rate	0.0
3680	County	Mitchell	Non-Hispanic American Indian	2014	Rate	0.0
3681	County	Mitchell	Other Non-Hispanic	2014	Rate	0.0
3682	County	Mitchell	Hispanic	2014	Rate	0.0
3683	County	Mitchell	Total	2014	Rate	7.0
3684	County	Mitchell	Non-Hispanic White	2015	Number	0.0
3685	County	Mitchell	Non-Hispanic African American	2015	Number	0.0
3686	County	Mitchell	Non-Hispanic American Indian	2015	Number	0.0
3687	County	Mitchell	Other Non-Hispanic	2015	Number	0.0
3688	County	Mitchell	Hispanic	2015	Number	0.0
3689	County	Mitchell	Total	2015	Number	0.0
3690	County	Mitchell	Non-Hispanic White	2015	Rate	0.0
3691	County	Mitchell	Non-Hispanic African American	2015	Rate	0.0
3692	County	Mitchell	Non-Hispanic American Indian	2015	Rate	0.0
3693	County	Mitchell	Other Non-Hispanic	2015	Rate	0.0
3694	County	Mitchell	Hispanic	2015	Rate	0.0
3695	County	Mitchell	Total	2015	Rate	0.0
3696	County	Mitchell	Non-Hispanic White	2016	Number	0.0
3697	County	Mitchell	Non-Hispanic African American	2016	Number	0.0
3698	County	Mitchell	Non-Hispanic American Indian	2016	Number	0.0
3699	County	Mitchell	Other Non-Hispanic	2016	Number	0.0
3700	County	Mitchell	Hispanic	2016	Number	0.0
3701	County	Mitchell	Total	2016	Number	0.0
3702	County	Mitchell	Non-Hispanic White	2016	Rate	0.0
3703	County	Mitchell	Non-Hispanic African American	2016	Rate	0.0
3704	County	Mitchell	Non-Hispanic American Indian	2016	Rate	0.0
3705	County	Mitchell	Other Non-Hispanic	2016	Rate	0.0
3706	County	Mitchell	Hispanic	2016	Rate	0.0
3707	County	Mitchell	Total	2016	Rate	0.0
3708	County	Mitchell	Non-Hispanic White	2017	Number	1.0
3709	County	Mitchell	Non-Hispanic White	2017	Rate	8.6
3710	County	Mitchell	Non-Hispanic African American	2017	Number	0.0
3711	County	Mitchell	Non-Hispanic African American	2017	Rate	0.0
3712	County	Mitchell	Non-Hispanic American Indian	2017	Number	0.0
3713	County	Mitchell	Non-Hispanic American Indian	2017	Rate	0.0
3714	County	Mitchell	Other Non-Hispanic	2017	Number	0.0
3715	County	Mitchell	Other Non-Hispanic	2017	Rate	0.0
3716	County	Mitchell	Hispanic	2017	Number	0.0
3717	County	Mitchell	Hispanic	2017	Rate	0.0
3718	County	Mitchell	Total	2017	Number	1.0
3719	County	Mitchell	Total	2017	Rate	7.4
3720	County	Montgomery	Non-Hispanic White	2013	Number	2.0
3721	County	Montgomery	Non-Hispanic African American	2013	Number	2.0
3722	County	Montgomery	Non-Hispanic American Indian	2013	Number	0.0
3723	County	Montgomery	Other Non-Hispanic	2013	Number	0.0
3724	County	Montgomery	Hispanic	2013	Number	0.0
3725	County	Montgomery	Total	2013	Number	4.0
3726	County	Montgomery	Non-Hispanic White	2013	Rate	13.7
3727	County	Montgomery	Non-Hispanic African American	2013	Rate	32.3
3728	County	Montgomery	Non-Hispanic American Indian	2013	Rate	0.0
3729	County	Montgomery	Other Non-Hispanic	2013	Rate	0.0
3730	County	Montgomery	Hispanic	2013	Rate	0.0
3731	County	Montgomery	Total	2013	Rate	13.4
3732	County	Montgomery	Non-Hispanic White	2014	Number	1.0
3733	County	Montgomery	Non-Hispanic African American	2014	Number	2.0
3734	County	Montgomery	Non-Hispanic American Indian	2014	Number	0.0
3735	County	Montgomery	Other Non-Hispanic	2014	Number	0.0
3736	County	Montgomery	Hispanic	2014	Number	0.0
3737	County	Montgomery	Total	2014	Number	3.0
3738	County	Montgomery	Non-Hispanic White	2014	Rate	7.0
3739	County	Montgomery	Non-Hispanic African American	2014	Rate	29.0
3740	County	Montgomery	Non-Hispanic American Indian	2014	Rate	0.0
3741	County	Montgomery	Other Non-Hispanic	2014	Rate	0.0
3742	County	Montgomery	Hispanic	2014	Rate	0.0
3743	County	Montgomery	Total	2014	Rate	9.4
3744	County	Montgomery	Non-Hispanic White	2015	Number	0.0
3745	County	Montgomery	Non-Hispanic African American	2015	Number	1.0
3746	County	Montgomery	Non-Hispanic American Indian	2015	Number	0.0
3747	County	Montgomery	Other Non-Hispanic	2015	Number	0.0
3748	County	Montgomery	Hispanic	2015	Number	0.0
3749	County	Montgomery	Total	2015	Number	1.0
3750	County	Montgomery	Non-Hispanic White	2015	Rate	0.0
3751	County	Montgomery	Non-Hispanic African American	2015	Rate	17.5
3752	County	Montgomery	Non-Hispanic American Indian	2015	Rate	0.0
3753	County	Montgomery	Other Non-Hispanic	2015	Rate	0.0
3754	County	Montgomery	Hispanic	2015	Rate	0.0
3755	County	Montgomery	Total	2015	Rate	3.2
3756	County	Montgomery	Non-Hispanic White	2016	Number	2.0
3757	County	Montgomery	Non-Hispanic African American	2016	Number	1.0
3758	County	Montgomery	Non-Hispanic American Indian	2016	Number	0.0
3759	County	Montgomery	Other Non-Hispanic	2016	Number	0.0
3760	County	Montgomery	Hispanic	2016	Number	0.0
3761	County	Montgomery	Total	2016	Number	3.0
3762	County	Montgomery	Non-Hispanic White	2016	Rate	11.4
3763	County	Montgomery	Non-Hispanic African American	2016	Rate	27.8
3764	County	Montgomery	Non-Hispanic American Indian	2016	Rate	0.0
3765	County	Montgomery	Other Non-Hispanic	2016	Rate	0.0
3766	County	Montgomery	Hispanic	2016	Rate	0.0
3767	County	Montgomery	Total	2016	Rate	10.1
3768	County	Montgomery	Non-Hispanic White	2017	Number	2.0
3769	County	Montgomery	Non-Hispanic White	2017	Rate	13.6
3770	County	Montgomery	Non-Hispanic African American	2017	Number	0.0
3771	County	Montgomery	Non-Hispanic African American	2017	Rate	0.0
3772	County	Montgomery	Non-Hispanic American Indian	2017	Number	0.0
3773	County	Montgomery	Non-Hispanic American Indian	2017	Rate	0.0
3774	County	Montgomery	Other Non-Hispanic	2017	Number	0.0
3775	County	Montgomery	Other Non-Hispanic	2017	Rate	0.0
3776	County	Montgomery	Hispanic	2017	Number	0.0
3777	County	Montgomery	Hispanic	2017	Rate	0.0
3778	County	Montgomery	Total	2017	Number	2.0
3779	County	Montgomery	Total	2017	Rate	7.4
3780	County	Moore	Non-Hispanic White	2013	Number	2.0
3781	County	Moore	Non-Hispanic African American	2013	Number	1.0
3782	County	Moore	Non-Hispanic American Indian	2013	Number	0.0
3783	County	Moore	Other Non-Hispanic	2013	Number	1.0
3784	County	Moore	Hispanic	2013	Number	0.0
3785	County	Moore	Total	2013	Number	4.0
3786	County	Moore	Non-Hispanic White	2013	Rate	2.9
3787	County	Moore	Non-Hispanic African American	2013	Rate	6.0
3788	County	Moore	Non-Hispanic American Indian	2013	Rate	0.0
3789	County	Moore	Other Non-Hispanic	2013	Rate	66.7
3790	County	Moore	Hispanic	2013	Rate	0.0
3791	County	Moore	Total	2013	Rate	4.1
3792	County	Moore	Non-Hispanic White	2014	Number	2.0
3793	County	Moore	Non-Hispanic African American	2014	Number	0.0
3794	County	Moore	Non-Hispanic American Indian	2014	Number	0.0
3795	County	Moore	Other Non-Hispanic	2014	Number	0.0
3796	County	Moore	Hispanic	2014	Number	2.0
3797	County	Moore	Total	2014	Number	4.0
3798	County	Moore	Non-Hispanic White	2014	Rate	2.7
3799	County	Moore	Non-Hispanic African American	2014	Rate	0.0
3800	County	Moore	Non-Hispanic American Indian	2014	Rate	0.0
3801	County	Moore	Other Non-Hispanic	2014	Rate	0.0
3802	County	Moore	Hispanic	2014	Rate	16.8
3803	County	Moore	Total	2014	Rate	3.9
3804	County	Moore	Non-Hispanic White	2015	Number	4.0
3805	County	Moore	Non-Hispanic African American	2015	Number	1.0
3806	County	Moore	Non-Hispanic American Indian	2015	Number	0.0
3807	County	Moore	Other Non-Hispanic	2015	Number	0.0
3808	County	Moore	Hispanic	2015	Number	2.0
3809	County	Moore	Total	2015	Number	7.0
3810	County	Moore	Non-Hispanic White	2015	Rate	5.4
3811	County	Moore	Non-Hispanic African American	2015	Rate	5.6
3812	County	Moore	Non-Hispanic American Indian	2015	Rate	0.0
3813	County	Moore	Other Non-Hispanic	2015	Rate	0.0
3814	County	Moore	Hispanic	2015	Rate	19.6
3815	County	Moore	Total	2015	Rate	6.6
3816	County	Moore	Non-Hispanic White	2016	Number	4.0
3817	County	Moore	Non-Hispanic African American	2016	Number	2.0
3818	County	Moore	Non-Hispanic American Indian	2016	Number	0.0
3819	County	Moore	Other Non-Hispanic	2016	Number	0.0
3820	County	Moore	Hispanic	2016	Number	1.0
3821	County	Moore	Total	2016	Number	7.0
3822	County	Moore	Non-Hispanic White	2016	Rate	4.8
3823	County	Moore	Non-Hispanic African American	2016	Rate	13.7
3824	County	Moore	Non-Hispanic American Indian	2016	Rate	0.0
3825	County	Moore	Other Non-Hispanic	2016	Rate	0.0
3826	County	Moore	Hispanic	2016	Rate	9.2
3827	County	Moore	Total	2016	Rate	6.2
3828	County	Moore	Non-Hispanic White	2017	Number	8.0
3829	County	Moore	Non-Hispanic White	2017	Rate	10.3
3830	County	Moore	Non-Hispanic African American	2017	Number	2.0
3831	County	Moore	Non-Hispanic African American	2017	Rate	11.1
3832	County	Moore	Non-Hispanic American Indian	2017	Number	0.0
3833	County	Moore	Non-Hispanic American Indian	2017	Rate	0.0
3834	County	Moore	Other Non-Hispanic	2017	Number	0.0
3835	County	Moore	Other Non-Hispanic	2017	Rate	0.0
3836	County	Moore	Hispanic	2017	Number	0.0
3837	County	Moore	Hispanic	2017	Rate	0.0
3838	County	Moore	Total	2017	Number	10.0
3839	County	Moore	Total	2017	Rate	9.0
3840	County	Nash	Non-Hispanic White	2013	Number	2.0
3841	County	Nash	Non-Hispanic African American	2013	Number	5.0
3842	County	Nash	Non-Hispanic American Indian	2013	Number	0.0
3843	County	Nash	Other Non-Hispanic	2013	Number	0.0
3844	County	Nash	Hispanic	2013	Number	1.0
3845	County	Nash	Total	2013	Number	8.0
3846	County	Nash	Non-Hispanic White	2013	Rate	4.6
3847	County	Nash	Non-Hispanic African American	2013	Rate	9.7
3848	County	Nash	Non-Hispanic American Indian	2013	Rate	0.0
3849	County	Nash	Other Non-Hispanic	2013	Rate	0.0
3850	County	Nash	Hispanic	2013	Rate	7.2
3851	County	Nash	Total	2013	Rate	7.2
3852	County	Nash	Non-Hispanic White	2014	Number	2.0
3853	County	Nash	Non-Hispanic African American	2014	Number	7.0
3854	County	Nash	Non-Hispanic American Indian	2014	Number	0.0
3855	County	Nash	Other Non-Hispanic	2014	Number	0.0
3856	County	Nash	Hispanic	2014	Number	0.0
3857	County	Nash	Total	2014	Number	9.0
3858	County	Nash	Non-Hispanic White	2014	Rate	4.7
3859	County	Nash	Non-Hispanic African American	2014	Rate	15.0
3860	County	Nash	Non-Hispanic American Indian	2014	Rate	0.0
3861	County	Nash	Other Non-Hispanic	2014	Rate	0.0
3862	County	Nash	Hispanic	2014	Rate	0.0
3863	County	Nash	Total	2014	Rate	8.7
3864	County	Nash	Non-Hispanic White	2015	Number	1.0
3865	County	Nash	Non-Hispanic African American	2015	Number	7.0
3866	County	Nash	Non-Hispanic American Indian	2015	Number	0.0
3867	County	Nash	Other Non-Hispanic	2015	Number	0.0
3868	County	Nash	Hispanic	2015	Number	0.0
