GeoArea_FIPS	GeoArea_Name	PZ_Name	WDB_Name	Economic_Measure_Code	Economic_Measure_Name	Data_Period_Business_Key	Estimated_Value	Estimation_Qualifier	Unit_of_Measure_Code	Default_Scale	Data_Period_Type	Data_Period_Name	Data_Period_Begin_Datetime	Calculation_Type
37135	Orange County, NC	North Central	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		18.282442748091604		PCT	2	YR			Percent
37137	Pamlico County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		23.29749103942652		PCT	2	YR			Percent
37139	Pasquotank County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.323943661971825		PCT	2	YR			Percent
37141	Pender County, NC	Southeast	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		28.83986928104575		PCT	2	YR			Percent
37143	Perquimans County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.51183970856102		PCT	2	YR			Percent
37145	Person County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.81340012523481		PCT	2	YR			Percent
37147	Pitt County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.99139593532117		PCT	2	YR			Percent
37149	Polk County, NC	Western	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		18.828932261768085		PCT	2	YR			Percent
37151	Randolph County, NC	Piedmont-Triad	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.21459227467811		PCT	2	YR			Percent
37153	Richmond County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.51677199805542		PCT	2	YR			Percent
37155	Robeson County, NC			FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.944421401907924		PCT	2	YR			Percent
37157	Rockingham County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.043909699826344		PCT	2	YR			Percent
37159	Rowan County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.698257612766646		PCT	2	YR			Percent
37161	Rutherford County, NC	Western	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.46104981611501		PCT	2	YR			Percent
37163	Sampson County, NC	South Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.5		PCT	2	YR			Percent
37165	Scotland County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		46.35010630758328		PCT	2	YR			Percent
37167	Stanly County, NC	Southwest		FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.565036025786878		PCT	2	YR			Percent
37169	Stokes County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		28.280188186095142		PCT	2	YR			Percent
37171	Surry County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		26.794258373205746		PCT	2	YR			Percent
37173	Swain County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.96296296296296		PCT	2	YR			Percent
37175	Transylvania County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		20.993701889433172		PCT	2	YR			Percent
37177	Tyrrell County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.0		PCT	2	YR			Percent
37179	Union County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.498496156845274		PCT	2	YR			Percent
37181	Vance County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		45.13556618819778		PCT	2	YR			Percent
37183	Wake County, NC	North Central	Capital Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		23.728057824087113		PCT	2	YR			Percent
37185	Warren County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.16931216931217		PCT	2	YR			Percent
37187	Washington County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.256227758007114		PCT	2	YR			Percent
37189	Watauga County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		19.768115942028984		PCT	2	YR			Percent
37191	Wayne County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.129551398109044		PCT	2	YR			Percent
37193	Wilkes County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.409672830725466		PCT	2	YR			Percent
37195	Wilson County, NC	North Central	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.52764250930965		PCT	2	YR			Percent
37197	Yadkin County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.128205128205128		PCT	2	YR			Percent
37199	Yancey County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		24.238578680203048		PCT	2	YR			Percent
37001	Alamance County, NC	Piedmont-Triad	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.384300540856604		PCT	2	YR			Percent
37003	Alexander County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		28.62903225806452		PCT	2	YR			Percent
37005	Alleghany County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		22.033898305084747		PCT	2	YR			Percent
37007	Anson County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.86138613861386		PCT	2	YR			Percent
37009	Ashe County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		22.357019064124785		PCT	2	YR			Percent
37011	Avery County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		23.357664233576642		PCT	2	YR			Percent
37013	Beaufort County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.22433460076046		PCT	2	YR			Percent
37015	Bertie County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		46.3963963963964		PCT	2	YR			Percent
37017	Bladen County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		39.130434782608695		PCT	2	YR			Percent
37019	Brunswick County, NC	Southeast	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		23.314842830727855		PCT	2	YR			Percent
37021	Buncombe County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		23.599791919542227		PCT	2	YR			Percent
37023	Burke County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.239209568382734		PCT	2	YR			Percent
37025	Cabarrus County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.153979438604594		PCT	2	YR			Percent
37027	Caldwell County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.81027104136947		PCT	2	YR			Percent
37029	Camden County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.10917030567685		PCT	2	YR			Percent
37031	Carteret County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		21.502347417840376		PCT	2	YR			Percent
37033	Caswell County, NC	Piedmont-Triad	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.406113537117896		PCT	2	YR			Percent
37035	Catawba County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.415964586605746		PCT	2	YR			Percent
37037	Chatham County, NC	North Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		19.61586901763224		PCT	2	YR			Percent
37039	Cherokee County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.448613376835237		PCT	2	YR			Percent
37041	Chowan County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.786885245901644		PCT	2	YR			Percent
37043	Clay County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		19.91951710261569		PCT	2	YR			Percent
37045	Cleveland County, NC	Southwest	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.805530776092766		PCT	2	YR			Percent
37047	Columbus County, NC	South Central	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.79003864319451		PCT	2	YR			Percent
37049	Craven County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.57619477006312		PCT	2	YR			Percent
37051	Cumberland County, NC	South Central	Cumberland County	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.27477077787637		PCT	2	YR			Percent
37053	Currituck County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		26.73521850899743		PCT	2	YR			Percent
37055	Dare County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		20.962199312714773		PCT	2	YR			Percent
37057	Davidson County, NC	Piedmont-Triad	DavidsonWorks, Inc.	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.776635247072267		PCT	2	YR			Percent
37059	Davie County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		24.973985431841825		PCT	2	YR			Percent
37061	Duplin County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.66169154228856		PCT	2	YR			Percent
37063	Durham County, NC	North Central	Durham	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.161910973422465		PCT	2	YR			Percent
37065	Edgecombe County, NC	North Central	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		46.55093650068525		PCT	2	YR			Percent
37067	Forsyth County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.289360056712		PCT	2	YR			Percent
37069	Franklin County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		35.37646613696557		PCT	2	YR			Percent
37071	Gaston County, NC	Southwest	Gaston County	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		34.53267162944582		PCT	2	YR			Percent
37073	Gates County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.46379647749511		PCT	2	YR			Percent
37075	Graham County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.793510324483773		PCT	2	YR			Percent
37077	Granville County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		34.088050314465406		PCT	2	YR			Percent
37079	Greene County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.472834067547716		PCT	2	YR			Percent
37081	Guilford County, NC	Piedmont-Triad	Greensboro/High Point/Guilford	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.61400839212432		PCT	2	YR			Percent
37083	Halifax County, NC	Northeast	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.54850088183422		PCT	2	YR			Percent
37085	Harnett County, NC	North Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.37887678122381		PCT	2	YR			Percent
37087	Haywood County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		26.023391812865494		PCT	2	YR			Percent
37089	Henderson County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		21.070300157977886		PCT	2	YR			Percent
37091	Hertford County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.54054054054054		PCT	2	YR			Percent
37093	Hoke County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.24987727049582		PCT	2	YR			Percent
37095	Hyde County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		27.567567567567572		PCT	2	YR			Percent
37097	Iredell County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		28.35486422356973		PCT	2	YR			Percent
37099	Jackson County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		26.508474576271187		PCT	2	YR			Percent
37101	Johnston County, NC	North Central		FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.61585211445936		PCT	2	YR			Percent
37103	Jones County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.74083129584352		PCT	2	YR			Percent
37105	Lee County, NC	North Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.45298119247699		PCT	2	YR			Percent
37107	Lenoir County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		39.26049023680931		PCT	2	YR			Percent
37109	Lincoln County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		27.65509989484753		PCT	2	YR			Percent
37113	Macon County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		21.96349905601007		PCT	2	YR			Percent
37115	Madison County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		27.575107296137336		PCT	2	YR			Percent
37117	Martin County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.752161383285305		PCT	2	YR			Percent
37111	McDowell County, NC	Northwest	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.11122501281395		PCT	2	YR			Percent
37119	Mecklenburg County, NC	Southwest		FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.96665143901325		PCT	2	YR			Percent
37121	Mitchell County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		24.379562043795623		PCT	2	YR			Percent
37123	Montgomery County, NC	South Central	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.831325301204814		PCT	2	YR			Percent
37125	Moore County, NC	South Central	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		21.456112497164884		PCT	2	YR			Percent
37127	Nash County, NC	North Central	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.335373317013456		PCT	2	YR			Percent
37129	New Hanover County, NC	Southeast	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		26.050948736764866		PCT	2	YR			Percent
37131	Northampton County, NC	Northeast	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		39.155251141552505		PCT	2	YR			Percent
37133	Onslow County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		35.89329021827		PCT	2	YR			Percent
37135	Orange County, NC	North Central	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		18.647269979217835		PCT	2	YR			Percent
37137	Pamlico County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		22.62118491921005		PCT	2	YR			Percent
37139	Pasquotank County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.17124488603156		PCT	2	YR			Percent
37141	Pender County, NC	Southeast	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.343006852075767		PCT	2	YR			Percent
37143	Perquimans County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.12338858195212		PCT	2	YR			Percent
37145	Person County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.47907557776389		PCT	2	YR			Percent
37147	Pitt County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.92188651436994		PCT	2	YR			Percent
37149	Polk County, NC	Western	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		19.747416762342134		PCT	2	YR			Percent
37151	Randolph County, NC	Piedmont-Triad	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.353785677661943		PCT	2	YR			Percent
37153	Richmond County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.35065565808645		PCT	2	YR			Percent
37155	Robeson County, NC			FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.95036194415719		PCT	2	YR			Percent
37157	Rockingham County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.29207920792079		PCT	2	YR			Percent
37159	Rowan County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.70572958935238		PCT	2	YR			Percent
37161	Rutherford County, NC	Western	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.0106702234078		PCT	2	YR			Percent
37163	Sampson County, NC	South Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.35039207593892		PCT	2	YR			Percent
37165	Scotland County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		46.794871794871796		PCT	2	YR			Percent
37167	Stanly County, NC	Southwest		FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.02661596958175		PCT	2	YR			Percent
37169	Stokes County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		27.94348508634223		PCT	2	YR			Percent
37171	Surry County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		26.80905323557539		PCT	2	YR			Percent
37173	Swain County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.43386243386244		PCT	2	YR			Percent
37175	Transylvania County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		20.196353436185134		PCT	2	YR			Percent
37177	Tyrrell County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		35.810810810810814		PCT	2	YR			Percent
37179	Union County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		26.01392419051829		PCT	2	YR			Percent
37181	Vance County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		44.99205087440381		PCT	2	YR			Percent
37183	Wake County, NC	North Central	Capital Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		24.12083692135825		PCT	2	YR			Percent
37185	Warren County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.67100130039012		PCT	2	YR			Percent
37187	Washington County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.076648841354725		PCT	2	YR			Percent
37189	Watauga County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		20.402298850574716		PCT	2	YR			Percent
37191	Wayne County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.244717246930975		PCT	2	YR			Percent
37193	Wilkes County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.862820963770666		PCT	2	YR			Percent
37195	Wilson County, NC	North Central	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.68843069873998		PCT	2	YR			Percent
37197	Yadkin County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.857687420584497		PCT	2	YR			Percent
37199	Yancey County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		22.7445997458704		PCT	2	YR			Percent
37001	Alamance County, NC	Piedmont-Triad	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.527165932452284		PCT	2	YR			Percent
37003	Alexander County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.161028416779434		PCT	2	YR			Percent
37005	Alleghany County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		21.656050955414013		PCT	2	YR			Percent
37007	Anson County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		45.183714001986104		PCT	2	YR			Percent
37009	Ashe County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		21.32288946910357		PCT	2	YR			Percent
37011	Avery County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		23.555555555555554		PCT	2	YR			Percent
37013	Beaufort County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.36415633937083		PCT	2	YR			Percent
37015	Bertie County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		45.371428571428574		PCT	2	YR			Percent
37017	Bladen County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.12075769534333		PCT	2	YR			Percent
37019	Brunswick County, NC	Southeast	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		23.06416846294147		PCT	2	YR			Percent
37021	Buncombe County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		23.735408560311278		PCT	2	YR			Percent
37023	Burke County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.781331934976407		PCT	2	YR			Percent
37025	Cabarrus County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.28699083207613		PCT	2	YR			Percent
37027	Caldwell County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.10586881472957		PCT	2	YR			Percent
37029	Camden County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.70194384449244		PCT	2	YR			Percent
37031	Carteret County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		22.113872286882668		PCT	2	YR			Percent
37033	Caswell County, NC	Piedmont-Triad	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.11331133113311		PCT	2	YR			Percent
37035	Catawba County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.28540741801518		PCT	2	YR			Percent
37037	Chatham County, NC	North Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		19.760855884203906		PCT	2	YR			Percent
37039	Cherokee County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.30813475760066		PCT	2	YR			Percent
37041	Chowan County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.28380386329866		PCT	2	YR			Percent
37043	Clay County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		21.386138613861387		PCT	2	YR			Percent
37045	Cleveland County, NC	Southwest	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.22162645218945		PCT	2	YR			Percent
37047	Columbus County, NC	South Central	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.96020761245674		PCT	2	YR			Percent
37049	Craven County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.625425652667428		PCT	2	YR			Percent
37051	Cumberland County, NC	South Central	Cumberland County	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.85077735624488		PCT	2	YR			Percent
37053	Currituck County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		27.202072538860108		PCT	2	YR			Percent
37055	Dare County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		20.424555364314397		PCT	2	YR			Percent
37057	Davidson County, NC	Piedmont-Triad	DavidsonWorks, Inc.	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.449067431850796		PCT	2	YR			Percent
37059	Davie County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		24.348279457768513		PCT	2	YR			Percent
37061	Duplin County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.25985844287158		PCT	2	YR			Percent
37063	Durham County, NC	North Central	Durham	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.20081135902637		PCT	2	YR			Percent
37065	Edgecombe County, NC	North Central	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		46.25346901017576		PCT	2	YR			Percent
37067	Forsyth County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.64140695719643		PCT	2	YR			Percent
37069	Franklin County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		35.84551931008624		PCT	2	YR			Percent
37071	Gaston County, NC	Southwest	Gaston County	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		34.458829621957534		PCT	2	YR			Percent
37073	Gates County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.745098039215684		PCT	2	YR			Percent
37075	Graham County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.205278592375368		PCT	2	YR			Percent
37077	Granville County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		34.159663865546214		PCT	2	YR			Percent
37079	Greene County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.259740259740255		PCT	2	YR			Percent
37081	Guilford County, NC	Piedmont-Triad	Greensboro/High Point/Guilford	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.024591302737		PCT	2	YR			Percent
37083	Halifax County, NC	Northeast	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.61640798226164		PCT	2	YR			Percent
37085	Harnett County, NC	North Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.55418151330958		PCT	2	YR			Percent
37087	Haywood County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.732064421669108		PCT	2	YR			Percent
37089	Henderson County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		21.145547273440567		PCT	2	YR			Percent
37091	Hertford County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.12422360248447		PCT	2	YR			Percent
37093	Hoke County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.67326732673267		PCT	2	YR			Percent
37095	Hyde County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.683060109289613		PCT	2	YR			Percent
37097	Iredell County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		28.381962864721483		PCT	2	YR			Percent
37099	Jackson County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.877494838265658		PCT	2	YR			Percent
37101	Johnston County, NC	North Central		FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.93066565999748		PCT	2	YR			Percent
37103	Jones County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.682926829268304		PCT	2	YR			Percent
37105	Lee County, NC	North Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.259363672976235		PCT	2	YR			Percent
37107	Lenoir County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		39.18692372170997		PCT	2	YR			Percent
37109	Lincoln County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		27.900262467191602		PCT	2	YR			Percent
