	GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
7227	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1101.0	531	    Real estate	Thousands of dollars	305822	318120	311034	354525	380906	446047	488599	491341	433931	427337	457961	522224	575466	625337	687756	763429	856605
7228	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1102.0	532	    Rental and leasing services	Thousands of dollars	(D)	153736	141241	137847	148785	163209	151672	145955	138119	130793	141923	162681	180728	178301	201643	199736	211439
7229	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1103.0	533	    Lessors of nonfinancial intangible assets (except copyrighted works)	Thousands of dollars	(D)	7630	8854	12095	10060	10918	10438	11553	4802	3681	4222	7433	8426	6418	7770	9346	10824
7230	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1200.0	54	   Professional, scientific, and technical services	Thousands of dollars	2255847	2192398	2184886	2287431	2506664	2854793	3300045	3522931	3364910	3489843	3847133	4106529	4430408	4894045	5434109	5797971	6158271
7231	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	2112138	2343097	2391004	2649025	3028068	2991009	3246231	3388544	3005953	3276332	3428534	3543974	3634351	4173221	4521196	4578813	4732354
7232	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1400.0	56	   Administrative and support and waste management and remediation services	Thousands of dollars	1258779	1330816	1345170	1405521	1556760	1734878	1911437	2037352	1837266	2071067	2318857	2816943	2492284	2756175	2895944	3110178	3375031
7233	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1401.0	561	    Administrative and support services	Thousands of dollars	1214775	1289560	1310064	1374756	1518102	1695555	1868230	1990362	1799091	2027055	2261572	2760389	2427349	2680677	2822034	3039247	3281782
7234	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1402.0	562	    Waste management and remediation services	Thousands of dollars	44004	41256	35106	30765	38658	39323	43207	46990	38175	44012	57285	56554	64935	75498	73910	70931	93249
7235	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	182266	202424	217878	249762	280142	321391	344827	371701	407328	428597	435339	487431	449087	477279	548590	556794	536404
7236	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1600.0	62	   Health care and social assistance	Thousands of dollars	1356023	1457288	1555127	1692345	1777084	1937816	2114739	2244380	2505766	2585005	2629524	2714096	2802297	2951759	3183585	3331096	3543672
7237	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1601.0	621	    Ambulatory health care services	Thousands of dollars	848247	906160	953290	1029674	1075539	1183752	1295929	1363381	1527088	1580535	1630737	1687977	1812237	1920723	2131713	2253266	2371128
7238	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1602.0	622	    Hospitals	Thousands of dollars	(D)	(D)	230310	(D)	259927	289077	316965	347202	411444	428404	428540	442510	393279	398538	(D)	(D)	(D)
7239	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1603.0	623	    Nursing and residential care facilities	Thousands of dollars	(D)	(D)	193166	226188	225071	232864	251629	272672	288163	294933	287221	289398	286241	301139	(D)	(D)	(D)
7240	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1604.0	624	    Social assistance	Thousands of dollars	(D)	(D)	178361	(D)	216547	232123	250216	261125	279071	281133	283026	294211	310540	331359	335528	356127	395020
7241	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	336696	322898	334743	362922	359403	474948	529450	577871	610816	615829	653288	690317	706289	783314	837055	888983	936984
7242	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1701.0	711	    Performing arts, spectator sports, and related industries	Thousands of dollars	211532	195331	207960	235349	225566	341881	385978	423996	433023	435249	463799	480558	486277	539193	583723	613104	632698
7243	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1702.0	712	    Museums, historical sites, and similar institutions	Thousands of dollars	7526	7961	8278	8932	9669	11121	15406	16585	15472	16910	13688	14957	14324	15579	16002	17411	18295
7244	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1703.0	713	    Amusement, gambling, and recreation industries	Thousands of dollars	117638	119606	118505	118641	124168	121946	128066	137290	162321	163670	175801	194802	205688	228542	237330	258468	285991
7245	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	696687	690684	741315	824939	884592	971666	1044669	1076175	1039694	1104367	1120735	1241766	1277292	1381453	1484477	1572199	1705749
7246	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1801.0	721	    Accommodation	Thousands of dollars	155250	147881	155630	162969	173887	173809	185403	189193	165866	175979	187761	205689	214762	233557	250972	259103	276915
7247	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1802.0	722	    Food services and drinking places	Thousands of dollars	541437	542803	585685	661970	710705	797857	859266	886982	873828	928388	932974	1036077	1062530	1147896	1233505	1313096	1428834
7248	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1900.0	81	   Other services (except government and government enterprises)	Thousands of dollars	651927	694730	715741	733106	730636	763233	833187	827627	756576	758850	816832	946469	1024707	1033797	1091977	1175231	1231141
7249	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1901.0	811	    Repair and maintenance	Thousands of dollars	162492	170849	179501	181099	171666	173184	194328	183491	167166	165470	194185	304258	345212	320818	328921	378233	396458
7250	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1902.0	812	    Personal and laundry services	Thousands of dollars	206356	213285	211227	209277	202407	208298	220802	203102	183463	181140	204535	206295	221889	219366	241464	261789	279197
7251	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1903.0	813	    Religious, grantmaking, civic, professional, and similar organizations	Thousands of dollars	245523	273807	284027	298759	311771	333098	364421	383722	353552	365859	367927	385757	404194	431798	457889	474425	498085
7252	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1904.0	814	    Private households	Thousands of dollars	37556	36789	40986	43971	44792	48653	53636	57312	52395	46381	50185	50159	53412	61815	63703	60784	57401
7253	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	2000.0	...	  Government and government enterprises	Thousands of dollars	2688442	2866127	3014793	3252999	3557611	3800438	4121373	4430135	4672365	4799146	4906257	5163667	5476714	5642820	6171101	6121750	6439424
7254	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	2001.0	...	   Federal civilian	Thousands of dollars	337572	354020	382909	410142	423943	447674	466951	487770	507776	540842	538723	544857	552674	576432	617955	638158	659431
7255	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	2002.0	...	   Military	Thousands of dollars	30872	42430	63748	63203	75097	74156	79060	86668	95958	95210	98777	91674	89062	85761	82825	86341	86214
7256	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	2010.0	...	   State and local	Thousands of dollars	2319998	2469677	2568136	2779654	3058571	3278608	3575362	3855697	4068631	4163094	4268757	4527136	4834978	4980627	5470321	5397251	5693779
7257	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	2011.0	...	    State government	Thousands of dollars	272102	283376	297485	323586	355783	396450	430525	466753	491287	507445	514012	528315	554918	559558	595966	619257	639216
7258	" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	2012.0	...	    Local government	Thousands of dollars	2047896	2186301	2270651	2456068	2702788	2882158	3144837	3388944	3577344	3655649	3754745	3998821	4280060	4421069	4874355	4777994	5054563
7259	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1.0	...	Compensation of employees (thousands of dollars) 1/	Thousands of dollars	203741	194458	199343	203736	215030	219800	218173	218467	212109	221759	218462	224902	227177	230216	227303	226635	235605
7260	" ""37121"""	Mitchell, NC	5.0	CAINC6N	5.0	...	 Wages and salaries	Thousands of dollars	164888	156862	159296	161612	169211	173089	171959	172212	165266	172573	171915	175814	178246	179117	177272	178466	186766
7261	" ""37121"""	Mitchell, NC	5.0	CAINC6N	6.0	...	 Supplements to wages and salaries	Thousands of dollars	38853	37596	40047	42124	45819	46711	46214	46255	46843	49186	46547	49088	48931	51099	50031	48169	48839
7262	" ""37121"""	Mitchell, NC	5.0	CAINC6N	7.0	...	  Employer contributions for employee pension and insurance funds 2/	Thousands of dollars	25892	25743	27409	29728	31870	32812	32354	32571	33530	35427	32328	34882	34532	36163	35151	34155	34787
7263	" ""37121"""	Mitchell, NC	5.0	CAINC6N	8.0	...	  Employer contributions for government social insurance	Thousands of dollars	12961	11853	12638	12396	13949	13899	13860	13684	13313	13759	14219	14206	14399	14936	14880	14014	14052
7264	" ""37121"""	Mitchell, NC	5.0	CAINC6N	9.0	...	Average compensation per job (dollars) 3/	Dollars	29311	30023	31602	32288	34099	35011	36332	38074	37958	39417	39953	40545	40531	41661	42328	43136	45440
7265	" ""37121"""	Mitchell, NC	5.0	CAINC6N	81.0	111-112	 Farm compensation	Thousands of dollars	477	610	517	513	471	499	589	597	546	460	592	764	802	814	788	894	926
7266	" ""37121"""	Mitchell, NC	5.0	CAINC6N	82.0	...	 Nonfarm compensation	Thousands of dollars	203264	193848	198826	203223	214559	219301	217584	217870	211563	221299	217870	224138	226375	229402	226515	225741	234679
7267	" ""37121"""	Mitchell, NC	5.0	CAINC6N	90.0	113-814	  Private nonfarm compensation	Thousands of dollars	157848	146318	150119	152677	162601	166560	163476	160584	154625	163644	162745	170827	173247	177589	175701	176070	184487
7268	" ""37121"""	Mitchell, NC	5.0	CAINC6N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	382	500	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7269	" ""37121"""	Mitchell, NC	5.0	CAINC6N	101.0	113	    Forestry and logging	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7270	" ""37121"""	Mitchell, NC	5.0	CAINC6N	102.0	114	    Fishing, hunting and trapping	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7271	" ""37121"""	Mitchell, NC	5.0	CAINC6N	103.0	115	    Support activities for agriculture and forestry	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7272	" ""37121"""	Mitchell, NC	5.0	CAINC6N	200.0	21	   Mining, quarrying, and oil and gas extraction	Thousands of dollars	22763	16730	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7273	" ""37121"""	Mitchell, NC	5.0	CAINC6N	201.0	211	    Oil and gas extraction	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7274	" ""37121"""	Mitchell, NC	5.0	CAINC6N	202.0	212	    Mining (except oil and gas)	Thousands of dollars	22763	16730	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7275	" ""37121"""	Mitchell, NC	5.0	CAINC6N	203.0	213	    Support activities for mining	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7276	" ""37121"""	Mitchell, NC	5.0	CAINC6N	300.0	22	   Utilities	Thousands of dollars	(D)	(D)	1328	1352	1464	1579	1647	1785	1776	1795	1892	1843	1984	1936	1948	2387	2201
7277	" ""37121"""	Mitchell, NC	5.0	CAINC6N	400.0	23	   Construction	Thousands of dollars	9784	8721	7362	7429	9091	12949	12411	9313	(D)	9795	8921	(D)	(D)	(D)	(D)	(D)	11073
7278	" ""37121"""	Mitchell, NC	5.0	CAINC6N	401.0	236	    Construction of buildings	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1994	1248	927	(D)	(D)	(D)	(D)	(D)	(D)
7279	" ""37121"""	Mitchell, NC	5.0	CAINC6N	402.0	237	    Heavy and civil engineering construction	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0	0	0	0	0	0	0	(D)
7280	" ""37121"""	Mitchell, NC	5.0	CAINC6N	403.0	238	    Specialty trade contractors	Thousands of dollars	6109	5827	5354	5184	5313	9552	8676	6022	7340	8547	7994	6867	6817	6921	8478	7608	9363
7281	" ""37121"""	Mitchell, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	43467	37680	38306	35180	36352	26142	16486	15226	11812	(D)	(D)	11540	10975	12721	12549	(D)	(D)
7282	" ""37121"""	Mitchell, NC	5.0	CAINC6N	510.0	321,327-339	    Durable goods manufacturing	Thousands of dollars	(D)	34311	34768	33586	34904	24723	14941	13835	10587	(D)	(D)	10561	10055	11573	11610	9942	9484
7283	" ""37121"""	Mitchell, NC	5.0	CAINC6N	511.0	321	     Wood product manufacturing	Thousands of dollars	953	1066	1113	848	819	899	869	717	338	283	226	236	(D)	1048	943	1032	1164
7284	" ""37121"""	Mitchell, NC	5.0	CAINC6N	512.0	327	     Nonmetallic mineral product manufacturing	Thousands of dollars	375	4150	6518	5624	5753	5968	6264	5320	3269	3898	4264	3977	3647	3837	3495	2693	4021
7285	" ""37121"""	Mitchell, NC	5.0	CAINC6N	513.0	331	     Primary metal manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7286	" ""37121"""	Mitchell, NC	5.0	CAINC6N	514.0	332	     Fabricated metal product manufacturing	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2684	(D)	(D)	(D)	(D)	(D)
7287	" ""37121"""	Mitchell, NC	5.0	CAINC6N	515.0	333	     Machinery manufacturing	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7288	" ""37121"""	Mitchell, NC	5.0	CAINC6N	516.0	334	     Computer and electronic product manufacturing	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7289	" ""37121"""	Mitchell, NC	5.0	CAINC6N	517.0	335	     Electrical equipment, appliance, and component manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7290	" ""37121"""	Mitchell, NC	5.0	CAINC6N	518.0	3361-3363	     Motor vehicles, bodies and trailers, and parts manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7291	" ""37121"""	Mitchell, NC	5.0	CAINC6N	519.0	3364-3369	     Other transportation equipment manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7292	" ""37121"""	Mitchell, NC	5.0	CAINC6N	521.0	337	     Furniture and related product manufacturing	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7293	" ""37121"""	Mitchell, NC	5.0	CAINC6N	522.0	339	     Miscellaneous manufacturing	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7294	" ""37121"""	Mitchell, NC	5.0	CAINC6N	530.0	311-316,322-326	    Nondurable goods manufacturing	Thousands of dollars	(D)	3369	3538	1594	1448	1419	1545	1391	1225	1282	1327	979	920	1148	939	(D)	(D)
7295	" ""37121"""	Mitchell, NC	5.0	CAINC6N	531.0	311	     Food manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	(D)	(D)	(D)	(D)
7296	" ""37121"""	Mitchell, NC	5.0	CAINC6N	532.0	312	     Beverage and tobacco product manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7297	" ""37121"""	Mitchell, NC	5.0	CAINC6N	533.0	313	     Textile mills	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0	0
7298	" ""37121"""	Mitchell, NC	5.0	CAINC6N	534.0	314	     Textile product mills	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7299	" ""37121"""	Mitchell, NC	5.0	CAINC6N	535.0	315	     Apparel manufacturing	Thousands of dollars	(D)	(D)	(D)	(D)	0	0	0	0	0	0	0	0	0	0	0	0	0
7300	" ""37121"""	Mitchell, NC	5.0	CAINC6N	536.0	316	     Leather and allied product manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7301	" ""37121"""	Mitchell, NC	5.0	CAINC6N	537.0	322	     Paper manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7302	" ""37121"""	Mitchell, NC	5.0	CAINC6N	538.0	323	     Printing and related support activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7303	" ""37121"""	Mitchell, NC	5.0	CAINC6N	539.0	324	     Petroleum and coal products manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7304	" ""37121"""	Mitchell, NC	5.0	CAINC6N	541.0	325	     Chemical manufacturing	Thousands of dollars	(D)	0	0	0	0	0	0	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7305	" ""37121"""	Mitchell, NC	5.0	CAINC6N	542.0	326	     Plastics and rubber products manufacturing	Thousands of dollars	(D)	(D)	1002	1042	1044	1019	1165	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0	0
7306	" ""37121"""	Mitchell, NC	5.0	CAINC6N	600.0	42	   Wholesale trade	Thousands of dollars	(D)	(D)	4761	4496	5455	5623	5690	4936	4298	4117	3520	15084	12729	14361	15278	15442	15836
7307	" ""37121"""	Mitchell, NC	5.0	CAINC6N	700.0	44-45	   Retail trade	Thousands of dollars	17828	17782	17933	18121	18804	19268	20119	19625	18891	17706	17690	18158	18820	20053	19343	20052	20013
7308	" ""37121"""	Mitchell, NC	5.0	CAINC6N	701.0	441	    Motor vehicle and parts dealers	Thousands of dollars	2982	2994	2844	2699	2839	2879	2825	2515	1750	1613	1983	2707	3109	3598	3190	3211	3092
7309	" ""37121"""	Mitchell, NC	5.0	CAINC6N	702.0	442	    Furniture and home furnishings stores	Thousands of dollars	584	593	725	736	752	624	(D)	754	680	(D)	538	599	597	(D)	(D)	(D)	(D)
7310	" ""37121"""	Mitchell, NC	5.0	CAINC6N	703.0	443	    Electronics and appliance stores	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0	0	0	0	0	0
7311	" ""37121"""	Mitchell, NC	5.0	CAINC6N	704.0	444	    Building material and garden equipment and supplies dealers	Thousands of dollars	1050	1068	1071	1105	1093	1270	1379	1380	1140	976	986	1143	1213	1082	1078	1173	1279
7312	" ""37121"""	Mitchell, NC	5.0	CAINC6N	705.0	445	    Food and beverage stores	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7313	" ""37121"""	Mitchell, NC	5.0	CAINC6N	706.0	446	    Health and personal care stores	Thousands of dollars	1130	1306	1421	1473	1453	1501	1756	1548	1513	1383	1660	2146	1890	2002	1687	1584	1253
7314	" ""37121"""	Mitchell, NC	5.0	CAINC6N	707.0	447	    Gasoline stations	Thousands of dollars	832	798	865	877	827	963	1024	1049	1095	838	885	824	858	896	904	882	892
7315	" ""37121"""	Mitchell, NC	5.0	CAINC6N	708.0	448	    Clothing and clothing accessories stores	Thousands of dollars	799	564	615	479	509	558	(D)	(D)	(D)	(D)	(D)	(D)	(D)	372	364	363	347
7316	" ""37121"""	Mitchell, NC	5.0	CAINC6N	709.0	451	    Sporting goods, hobby, musical instrument, and book stores	Thousands of dollars	126	114	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	179	(D)	(D)	(D)
7317	" ""37121"""	Mitchell, NC	5.0	CAINC6N	711.0	452	    General merchandise stores	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7318	" ""37121"""	Mitchell, NC	5.0	CAINC6N	712.0	453	    Miscellaneous store retailers	Thousands of dollars	1382	1462	1387	1292	1334	1392	1699	1790	1653	1355	1128	702	620	655	680	783	692
7319	" ""37121"""	Mitchell, NC	5.0	CAINC6N	713.0	454	    Nonstore retailers	Thousands of dollars	593	543	494	555	525	579	532	537	627	559	561	604	752	1171	1201	1298	(D)
7320	" ""37121"""	Mitchell, NC	5.0	CAINC6N	800.0	48-49	   Transportation and warehousing	Thousands of dollars	8083	8541	9188	9102	10028	10962	10685	10853	10277	10270	11403	11517	12457	13151	13458	13393	13950
7321	" ""37121"""	Mitchell, NC	5.0	CAINC6N	801.0	481	    Air transportation	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7322	" ""37121"""	Mitchell, NC	5.0	CAINC6N	802.0	482	    Rail transportation	Thousands of dollars	(D)	906	1023	853	794	759	717	669	553	409	274	245	238	226	243	132	133
7323	" ""37121"""	Mitchell, NC	5.0	CAINC6N	803.0	483	    Water transportation	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7324	" ""37121"""	Mitchell, NC	5.0	CAINC6N	804.0	484	    Truck transportation	Thousands of dollars	(D)	7635	8165	8249	9234	10203	9968	10184	9724	(D)	11129	(D)	(D)	(D)	(D)	(D)	13817
7325	" ""37121"""	Mitchell, NC	5.0	CAINC6N	805.0	485	    Transit and ground passenger transportation	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	(D)	0	0	0	0	0	0
7326	" ""37121"""	Mitchell, NC	5.0	CAINC6N	806.0	486	    Pipeline transportation	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7327	" ""37121"""	Mitchell, NC	5.0	CAINC6N	807.0	487	    Scenic and sightseeing transportation	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7328	" ""37121"""	Mitchell, NC	5.0	CAINC6N	808.0	488	    Support activities for transportation	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7329	" ""37121"""	Mitchell, NC	5.0	CAINC6N	809.0	492	    Couriers and messengers	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7330	" ""37121"""	Mitchell, NC	5.0	CAINC6N	811.0	493	    Warehousing and storage	Thousands of dollars	0	0	0	0	0	0	0	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0
7331	" ""37121"""	Mitchell, NC	5.0	CAINC6N	900.0	51	   Information	Thousands of dollars	750	859	893	780	962	965	1013	761	698	665	295	336	361	342	328	427	1171
7332	" ""37121"""	Mitchell, NC	5.0	CAINC6N	901.0	511	    Publishing industries (except Internet)	Thousands of dollars	(D)	(D)	(D)	470	(D)	(D)	(D)	358	(D)	(D)	(D)	(D)	(D)	(D)	(D)	269	372
7333	" ""37121"""	Mitchell, NC	5.0	CAINC6N	902.0	512	    Motion picture and sound recording industries	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7334	" ""37121"""	Mitchell, NC	5.0	CAINC6N	903.0	515	    Broadcasting (except Internet)	Thousands of dollars	(D)	(D)	(D)	0	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7335	" ""37121"""	Mitchell, NC	5.0	CAINC6N	904.0	516	    Internet publishing and broadcasting 4/	Thousands of dollars	0	0	0	0	0	0	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)
7336	" ""37121"""	Mitchell, NC	5.0	CAINC6N	905.0	517	    Telecommunications	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0	0	0
7337	" ""37121"""	Mitchell, NC	5.0	CAINC6N	906.0	518	    Data processing, hosting, and related services	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7338	" ""37121"""	Mitchell, NC	5.0	CAINC6N	907.0	519	    Other information services 4/	Thousands of dollars	0	0	(D)	(D)	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
7339	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1000.0	52	   Finance and insurance	Thousands of dollars	4550	4479	5004	5770	6108	6031	5829	5789	5493	5620	5721	6004	5966	6187	6502	6807	7390
7340	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1001.0	521	    Monetary Authorities-central bank	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7341	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1002.0	522	    Credit intermediation and related activities	Thousands of dollars	3001	2806	3030	3290	3386	3290	2939	2864	2875	2915	3081	3079	2959	2836	2749	2860	2848
7342	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1003.0	523	    Securities, commodity contracts, and other financial investments and related activities	Thousands of dollars	(D)	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1154	1363	1459	1809
7343	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1004.0	524	    Insurance carriers and related activities	Thousands of dollars	(D)	1673	1974	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2197	2390	2488	2733
7344	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1005.0	525	    Funds, trusts, and other financial vehicles	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7345	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1100.0	53	   Real estate and rental and leasing	Thousands of dollars	714	755	788	1738	2705	3164	775	974	1144	4351	1465	1151	884	1382	1443	1378	1128
7346	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1101.0	531	    Real estate	Thousands of dollars	(D)	(D)	(D)	(D)	2508	2962	597	698	806	3896	1040	723	449	370	415	417	459
7347	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1102.0	532	    Rental and leasing services	Thousands of dollars	(D)	(D)	(D)	(D)	197	202	178	276	338	455	425	428	435	1012	1028	961	669
7348	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1103.0	533	    Lessors of nonfinancial intangible assets (except copyrighted works)	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7349	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1200.0	54	   Professional, scientific, and technical services	Thousands of dollars	(D)	(D)	(D)	2034	2393	2595	2558	2412	2565	2270	2621	2673	2708	2777	2804	3680	4111
7350	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	1947	1941	1848	2123	2180	2093	2114	1965	1861	1805	1892	742	600	747
7351	" ""37121"""	Mitchell, NC	5.0	CAINC6N	1400.0	56	   Administrative and support and waste management and remediation services	Thousands of dollars	4954	3898	5128	4647	3121	5420	6331	4668	6216	7230	5503	8032	12254	12205	11544	7362	3736
