	GeoArea_FIPS	GeoArea_Name	PZ_Name	WDB_Name	Economic_Measure_Code	Economic_Measure_Name	Data_Period_Business_Key	Estimated_Value	Estimation_Qualifier	Unit_of_Measure_Code	Default_Scale	Data_Period_Type	Data_Period_Name	Data_Period_Begin_Datetime	Calculation_Type
6194	37189	Watauga County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		26.66666666666667		PCT	2	YR			Percent
6195	37191	Wayne County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.682853459389776		PCT	2	YR			Percent
6196	37193	Wilkes County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.52445193929174		PCT	2	YR			Percent
6197	37195	Wilson County, NC	North Central	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.25191675794085		PCT	2	YR			Percent
6198	37197	Yadkin County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		34.47820343461031		PCT	2	YR			Percent
6199	37199	Yancey County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.68482490272373		PCT	2	YR			Percent
6200	37001	Alamance County, NC	Piedmont-Triad	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.46023688663283		PCT	2	YR			Percent
6201	37003	Alexander County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.03981968444778		PCT	2	YR			Percent
6202	37005	Alleghany County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.557377049180328		PCT	2	YR			Percent
6203	37007	Anson County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		49.06771344455348		PCT	2	YR			Percent
6204	37009	Ashe County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.52434456928839		PCT	2	YR			Percent
6205	37011	Avery County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.538922155688624		PCT	2	YR			Percent
6206	37013	Beaufort County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.45070422535211		PCT	2	YR			Percent
6207	37015	Bertie County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		49.83642311886586		PCT	2	YR			Percent
6208	37017	Bladen County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		46.55688622754491		PCT	2	YR			Percent
6209	37019	Brunswick County, NC	Southeast	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		34.18316831683168		PCT	2	YR			Percent
6210	37021	Buncombe County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.273631840796014		PCT	2	YR			Percent
6211	37023	Burke County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.128037128037136		PCT	2	YR			Percent
6212	37025	Cabarrus County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.012886197795375		PCT	2	YR			Percent
6213	37027	Caldwell County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.37712965636731		PCT	2	YR			Percent
6214	37029	Camden County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.041343669250644		PCT	2	YR			Percent
6215	37031	Carteret County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.708172571027713		PCT	2	YR			Percent
6216	37033	Caswell County, NC	Piedmont-Triad	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		44.054360135900346		PCT	2	YR			Percent
6217	37035	Catawba County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		35.86009992862241		PCT	2	YR			Percent
6218	37037	Chatham County, NC	North Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.239269018274545		PCT	2	YR			Percent
6219	37039	Cherokee County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.795493934142115		PCT	2	YR			Percent
6220	37041	Chowan County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.33333333333333		PCT	2	YR			Percent
6221	37043	Clay County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.86582809224319		PCT	2	YR			Percent
6222	37045	Cleveland County, NC	Southwest	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.14457831325301		PCT	2	YR			Percent
6223	37047	Columbus County, NC	South Central	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		46.115077698446036		PCT	2	YR			Percent
6224	37049	Craven County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.472727272727276		PCT	2	YR			Percent
6225	37051	Cumberland County, NC	South Central	Cumberland County	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		46.37401635550071		PCT	2	YR			Percent
6226	37053	Currituck County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.47639484978541		PCT	2	YR			Percent
6227	37055	Dare County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		27.76064157927205		PCT	2	YR			Percent
6228	37057	Davidson County, NC	Piedmont-Triad	DavidsonWorks, Inc.	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.701583816841776		PCT	2	YR			Percent
6229	37059	Davie County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.61694058154235		PCT	2	YR			Percent
6230	37061	Duplin County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.560800410466896		PCT	2	YR			Percent
6231	37063	Durham County, NC	North Central	Durham	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.33202819107282		PCT	2	YR			Percent
6232	37065	Edgecombe County, NC	North Central	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		47.955230305639255		PCT	2	YR			Percent
6233	37067	Forsyth County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		35.581565471836136		PCT	2	YR			Percent
6234	37069	Franklin County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		44.8938321536906		PCT	2	YR			Percent
6235	37071	Gaston County, NC	Southwest	Gaston County	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.22692712597964		PCT	2	YR			Percent
6236	37073	Gates County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.70613107822409		PCT	2	YR			Percent
6237	37075	Graham County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.396121883656505		PCT	2	YR			Percent
6238	37077	Granville County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		44.88497307880568		PCT	2	YR			Percent
6239	37079	Greene County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.835616438356155		PCT	2	YR			Percent
6240	37081	Guilford County, NC	Piedmont-Triad	Greensboro/High Point/Guilford	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.13848508033665		PCT	2	YR			Percent
6241	37083	Halifax County, NC	Northeast	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		44.92307692307693		PCT	2	YR			Percent
6242	37085	Harnett County, NC	North Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.38983050847458		PCT	2	YR			Percent
6243	37087	Haywood County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.317829457364343		PCT	2	YR			Percent
6244	37089	Henderson County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		27.05714963244013		PCT	2	YR			Percent
6245	37091	Hertford County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		47.08520179372198		PCT	2	YR			Percent
6246	37093	Hoke County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		51.625		PCT	2	YR			Percent
6247	37095	Hyde County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		39.32038834951456		PCT	2	YR			Percent
6248	37097	Iredell County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		35.592385953396786		PCT	2	YR			Percent
6249	37099	Jackson County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.26210826210826		PCT	2	YR			Percent
6250	37101	Johnston County, NC	North Central		FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.210635359116026		PCT	2	YR			Percent
6251	37103	Jones County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.68797953964194		PCT	2	YR			Percent
6252	37105	Lee County, NC	North Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.94181326116374		PCT	2	YR			Percent
6253	37107	Lenoir County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		44.64772284935773		PCT	2	YR			Percent
6254	37109	Lincoln County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.8945379594641		PCT	2	YR			Percent
6255	37113	Macon County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.532967032967033		PCT	2	YR			Percent
6256	37115	Madison County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.01456310679612		PCT	2	YR			Percent
6257	37117	Martin County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.44741873804971		PCT	2	YR			Percent
6258	37111	McDowell County, NC	Northwest	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.5764192139738		PCT	2	YR			Percent
6259	37119	Mecklenburg County, NC	Southwest		FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.990631978885695		PCT	2	YR			Percent
6260	37121	Mitchell County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.27091633466135		PCT	2	YR			Percent
6261	37123	Montgomery County, NC	South Central	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.9043112513144		PCT	2	YR			Percent
6262	37125	Moore County, NC	South Central	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		28.955866523143158		PCT	2	YR			Percent
6263	37127	Nash County, NC	North Central	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.35505387378143		PCT	2	YR			Percent
6264	37129	New Hanover County, NC	Southeast	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		34.71125370187561		PCT	2	YR			Percent
6265	37131	Northampton County, NC	Northeast	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		45.19956850053937		PCT	2	YR			Percent
6266	37133	Onslow County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		46.517612996622155		PCT	2	YR			Percent
6267	37135	Orange County, NC	North Central	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.5679382768967		PCT	2	YR			Percent
6268	37137	Pamlico County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.09222423146474		PCT	2	YR			Percent
6269	37139	Pasquotank County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.70265268352868		PCT	2	YR			Percent
6270	37141	Pender County, NC	Southeast	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.185729275970616		PCT	2	YR			Percent
6271	37143	Perquimans County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		35.831809872029254		PCT	2	YR			Percent
6272	37145	Person County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		44.73333333333333		PCT	2	YR			Percent
6273	37147	Pitt County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.62436548223351		PCT	2	YR			Percent
6274	37149	Polk County, NC	Western	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.211097708082022		PCT	2	YR			Percent
6275	37151	Randolph County, NC	Piedmont-Triad	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.06657889787474		PCT	2	YR			Percent
6276	37153	Richmond County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		48.763415772281846		PCT	2	YR			Percent
6277	37155	Robeson County, NC			FRED_EQFXSUBPRIME0_00000	Total across all Population groups		51.84721352536005		PCT	2	YR			Percent
6278	37157	Rockingham County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		39.73191704602935		PCT	2	YR			Percent
6279	37159	Rowan County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.215489422732155		PCT	2	YR			Percent
6280	37161	Rutherford County, NC	Western	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.1496259351621		PCT	2	YR			Percent
6281	37163	Sampson County, NC	South Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		47.74375503626109		PCT	2	YR			Percent
6282	37165	Scotland County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		53.58758888170653		PCT	2	YR			Percent
6283	37167	Stanly County, NC	Southwest		FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.343880099916746		PCT	2	YR			Percent
6284	37169	Stokes County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.26362625139043		PCT	2	YR			Percent
6285	37171	Surry County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		34.5160179125043		PCT	2	YR			Percent
6286	37173	Swain County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.541364296081284		PCT	2	YR			Percent
6287	37175	Transylvania County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.442771084337355		PCT	2	YR			Percent
6288	37177	Tyrrell County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		45.39877300613497		PCT	2	YR			Percent
6289	37179	Union County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		34.58088462728116		PCT	2	YR			Percent
6290	37181	Vance County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		49.639546858908346		PCT	2	YR			Percent
6291	37183	Wake County, NC	North Central	Capital Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.76607559790497		PCT	2	YR			Percent
6292	37185	Warren County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.53448275862069		PCT	2	YR			Percent
6293	37187	Washington County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.55844155844157		PCT	2	YR			Percent
6294	37189	Watauga County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		26.891252955082745		PCT	2	YR			Percent
6295	37191	Wayne County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.759463551806185		PCT	2	YR			Percent
6296	37193	Wilkes County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		34.14217361585782		PCT	2	YR			Percent
6297	37195	Wilson County, NC	North Central	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.851299060254284		PCT	2	YR			Percent
6298	37197	Yadkin County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.958472873409235		PCT	2	YR			Percent
6299	37199	Yancey County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.49100257069409		PCT	2	YR			Percent
6300	37001	Alamance County, NC	Piedmont-Triad	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.979902043573716		PCT	2	YR			Percent
6301	37003	Alexander County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.48648648648648		PCT	2	YR			Percent
6302	37005	Alleghany County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.276595744680854		PCT	2	YR			Percent
6303	37007	Anson County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		47.55859375		PCT	2	YR			Percent
6304	37009	Ashe County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.74766355140187		PCT	2	YR			Percent
6305	37011	Avery County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.89910979228487		PCT	2	YR			Percent
6306	37013	Beaufort County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.534278959810884		PCT	2	YR			Percent
6307	37015	Bertie County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		49.891067538126364		PCT	2	YR			Percent
6308	37017	Bladen County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		47.62979683972912		PCT	2	YR			Percent
6309	37019	Brunswick County, NC	Southeast	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.63547280744733		PCT	2	YR			Percent
6310	37021	Buncombe County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.08075772681954		PCT	2	YR			Percent
6311	37023	Burke County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.19846491228071		PCT	2	YR			Percent
6312	37025	Cabarrus County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.01006971340047		PCT	2	YR			Percent
6313	37027	Caldwell County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.91481913652275		PCT	2	YR			Percent
6314	37029	Camden County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.645569620253173		PCT	2	YR			Percent
6315	37031	Carteret County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.90909090909091		PCT	2	YR			Percent
6316	37033	Caswell County, NC	Piedmont-Triad	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		44.874715261959		PCT	2	YR			Percent
6317	37035	Catawba County, NC	Northwest	Western Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		35.807922485038475		PCT	2	YR			Percent
6318	37037	Chatham County, NC	North Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		28.885135135135137		PCT	2	YR			Percent
6319	37039	Cherokee County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.98429319371728		PCT	2	YR			Percent
6320	37041	Chowan County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		34.86529318541997		PCT	2	YR			Percent
6321	37043	Clay County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.36842105263158		PCT	2	YR			Percent
6322	37045	Cleveland County, NC	Southwest	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.85821437212678		PCT	2	YR			Percent
6323	37047	Columbus County, NC	South Central	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		45.634753268663005		PCT	2	YR			Percent
6324	37049	Craven County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.18181818181819		PCT	2	YR			Percent
6325	37051	Cumberland County, NC	South Central	Cumberland County	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		46.25718279235907		PCT	2	YR			Percent
6326	37053	Currituck County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.72591006423983		PCT	2	YR			Percent
6327	37055	Dare County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		28.466707391569944		PCT	2	YR			Percent
6328	37057	Davidson County, NC	Piedmont-Triad	DavidsonWorks, Inc.	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		38.7248743718593		PCT	2	YR			Percent
6329	37059	Davie County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.4889170360988		PCT	2	YR			Percent
6330	37061	Duplin County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.60940695296524		PCT	2	YR			Percent
6331	37063	Durham County, NC	North Central	Durham	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.696437286481206		PCT	2	YR			Percent
6332	37065	Edgecombe County, NC	North Central	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		48.16414686825054		PCT	2	YR			Percent
6333	37067	Forsyth County, NC	Piedmont-Triad	Northwest Piedmont	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		35.45321637426901		PCT	2	YR			Percent
6334	37069	Franklin County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		45.940494200706		PCT	2	YR			Percent
6335	37071	Gaston County, NC	Southwest	Gaston County	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.22019208245491		PCT	2	YR			Percent
6336	37073	Gates County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.677824267782434		PCT	2	YR			Percent
6337	37075	Graham County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		35.654596100278546		PCT	2	YR			Percent
6338	37077	Granville County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		44.342802118440055		PCT	2	YR			Percent
6339	37079	Greene County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.23922734026745		PCT	2	YR			Percent
6340	37081	Guilford County, NC	Piedmont-Triad	Greensboro/High Point/Guilford	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.37534697234502		PCT	2	YR			Percent
6341	37083	Halifax County, NC	Northeast	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		44.55066921606118		PCT	2	YR			Percent
6342	37085	Harnett County, NC	North Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.79771190847633		PCT	2	YR			Percent
6343	37087	Haywood County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.34562573558259		PCT	2	YR			Percent
6344	37089	Henderson County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		27.541766109785204		PCT	2	YR			Percent
6345	37091	Hertford County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		46.35241301907968		PCT	2	YR			Percent
6346	37093	Hoke County, NC	South Central	Lumber River	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		50.61576354679803		PCT	2	YR			Percent
6347	37095	Hyde County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		39.215686274509814		PCT	2	YR			Percent
6348	37097	Iredell County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		35.36184210526316		PCT	2	YR			Percent
6349	37099	Jackson County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		33.66619115549215		PCT	2	YR			Percent
6350	37101	Johnston County, NC	North Central		FRED_EQFXSUBPRIME0_00000	Total across all Population groups		40.372777017783854		PCT	2	YR			Percent
6351	37103	Jones County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.13197969543147		PCT	2	YR			Percent
6352	37105	Lee County, NC	North Central	Triangle South	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		37.130044843049326		PCT	2	YR			Percent
6353	37107	Lenoir County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		44.086855370298565		PCT	2	YR			Percent
6354	37109	Lincoln County, NC	Southwest	Centralina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.244390749050744		PCT	2	YR			Percent
6355	37113	Macon County, NC	Western	Southwestern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		30.00697836706211		PCT	2	YR			Percent
6356	37115	Madison County, NC	Western	Mountain Area	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.18817852834741		PCT	2	YR			Percent
6357	37117	Martin County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.52380952380953		PCT	2	YR			Percent
6358	37111	McDowell County, NC	Northwest	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.31696672122204		PCT	2	YR			Percent
6359	37119	Mecklenburg County, NC	Southwest		FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.861313868613145		PCT	2	YR			Percent
6360	37121	Mitchell County, NC	Northwest	High Country	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		31.737346101231193		PCT	2	YR			Percent
6361	37123	Montgomery County, NC	South Central	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		39.70432946145724		PCT	2	YR			Percent
6362	37125	Moore County, NC	South Central	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		29.04175588865097		PCT	2	YR			Percent
6363	37127	Nash County, NC	North Central	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.4102564102564		PCT	2	YR			Percent
6364	37129	New Hanover County, NC	Southeast	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		34.18656165395028		PCT	2	YR			Percent
6365	37131	Northampton County, NC	Northeast	Turning Point	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		43.52051835853132		PCT	2	YR			Percent
6366	37133	Onslow County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		45.73854533803269		PCT	2	YR			Percent
6367	37135	Orange County, NC	North Central	Regional Partnership	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.33878253387825		PCT	2	YR			Percent
6368	37137	Pamlico County, NC	Southeast	Eastern Carolina	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		32.437275985663085		PCT	2	YR			Percent
6369	37139	Pasquotank County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		42.00857317819963		PCT	2	YR			Percent
6370	37141	Pender County, NC	Southeast	Cape Fear	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.450502911593425		PCT	2	YR			Percent
6371	37143	Perquimans County, NC	Northeast	Northeastern	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		36.52802893309223		PCT	2	YR			Percent
6372	37145	Person County, NC	North Central	Kerr-Tar	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		45.24128686327078		PCT	2	YR			Percent
6373	37147	Pitt County, NC	Northeast	Region Q	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		41.42506142506143		PCT	2	YR			Percent
6374	37149	Polk County, NC	Western	Region C	FRED_EQFXSUBPRIME0_00000	Total across all Population groups		25.211097708082022		PCT	2	YR			Percent
